alleles,synonymous,nonsynonymous
0,28323664.0,0.0
1,167477.0,0.0
2,84699.0,0.0
3,57532.0,0.0
4,43350.0,0.0
5,35196.0,0.0
6,29204.0,0.0
7,25510.0,0.0
8,22280.0,0.0
9,19415.0,0.0
10,17890.0,0.0
11,16329.0,0.0
12,15165.0,0.0
13,14288.0,0.0
14,13431.0,0.0
15,12717.0,0.0
16,12483.0,0.0
17,12235.0,0.0
18,12667.0,0.0
19,15110.0,0.0
20,1049358.0,0.0
