alleles,synonymous,nonsynonymous
0,22296199.0,7431680.0
1,43836.0,14908.0
2,14237.0,5167.0
3,7589.0,2610.0
4,4885.0,1749.0
5,3606.0,1206.0
6,2843.0,958.0
7,2382.0,838.0
8,2066.0,689.0
9,1796.0,619.0
10,1721.0,562.0
11,1513.0,495.0
12,1461.0,469.0
13,1373.0,464.0
14,1349.0,422.0
15,1322.0,421.0
16,1203.0,383.0
17,1312.0,390.0
18,1447.0,461.0
19,1864.0,565.0
20,105996.0,34944.0
