alleles,synonymous,nonsynonymous
0,22296686.0,7431803.0
1,43524.0,14779.0
2,14262.0,5059.0
3,7489.0,2623.0
4,4900.0,1799.0
5,3611.0,1193.0
6,2785.0,1006.0
7,2373.0,833.0
8,2111.0,687.0
9,1799.0,637.0
10,1655.0,548.0
11,1563.0,556.0
12,1472.0,457.0
13,1365.0,429.0
14,1294.0,411.0
15,1253.0,406.0
16,1229.0,373.0
17,1337.0,422.0
18,1392.0,479.0
19,1876.0,566.0
20,106024.0,34934.0
