alleles,synonymous,nonsynonymous
0,28322816.0,0.0
1,168426.0,0.0
2,85633.0,0.0
3,56921.0,0.0
4,43454.0,0.0
5,34829.0,0.0
6,29375.0,0.0
7,25005.0,0.0
8,22016.0,0.0
9,19743.0,0.0
10,17892.0,0.0
11,16331.0,0.0
12,15335.0,0.0
13,14257.0,0.0
14,13362.0,0.0
15,12752.0,0.0
16,12368.0,0.0
17,12057.0,0.0
18,12750.0,0.0
19,15050.0,0.0
20,1049628.0,0.0
