alleles,synonymous,nonsynonymous
0,28323074.0,0.0
1,167992.0,0.0
2,85107.0,0.0
3,57294.0,0.0
4,43514.0,0.0
5,35092.0,0.0
6,29121.0,0.0
7,25291.0,0.0
8,22083.0,0.0
9,19807.0,0.0
10,17713.0,0.0
11,16493.0,0.0
12,15156.0,0.0
13,14140.0,0.0
14,13431.0,0.0
15,12886.0,0.0
16,12474.0,0.0
17,12201.0,0.0
18,12584.0,0.0
19,15122.0,0.0
20,1049425.0,0.0
