alleles,synonymous,nonsynonymous
0,28323660.0,0.0
1,168061.0,0.0
2,84663.0,0.0
3,57345.0,0.0
4,43396.0,0.0
5,34790.0,0.0
6,29365.0,0.0
7,25173.0,0.0
8,22239.0,0.0
9,19886.0,0.0
10,17830.0,0.0
11,16308.0,0.0
12,15046.0,0.0
13,14013.0,0.0
14,13333.0,0.0
15,12914.0,0.0
16,12521.0,0.0
17,12204.0,0.0
18,12780.0,0.0
19,15141.0,0.0
20,1049332.0,0.0
