alleles,synonymous,nonsynonymous
0,22295969.0,7431717.0
1,43873.0,14931.0
2,14593.0,5067.0
3,7582.0,2635.0
4,4872.0,1764.0
5,3543.0,1210.0
6,2733.0,946.0
7,2361.0,816.0
8,2087.0,749.0
9,1908.0,605.0
10,1713.0,543.0
11,1530.0,506.0
12,1468.0,435.0
13,1362.0,421.0
14,1298.0,453.0
15,1260.0,400.0
16,1225.0,395.0
17,1297.0,432.0
18,1450.0,476.0
19,1848.0,581.0
20,106028.0,34918.0
