alleles,synonymous,nonsynonymous
0,28323304.0,0.0
1,168192.0,0.0
2,85020.0,0.0
3,56957.0,0.0
4,43261.0,0.0
5,34961.0,0.0
6,29338.0,0.0
7,25494.0,0.0
8,22080.0,0.0
9,19760.0,0.0
10,17599.0,0.0
11,16298.0,0.0
12,15210.0,0.0
13,14316.0,0.0
14,13426.0,0.0
15,12972.0,0.0
16,12663.0,0.0
17,12125.0,0.0
18,12565.0,0.0
19,15001.0,0.0
20,1049458.0,0.0
