alleles,synonymous,nonsynonymous
0,22296292.0,7431818.0
1,43792.0,14688.0
2,14230.0,5155.0
3,7641.0,2679.0
4,4888.0,1733.0
5,3561.0,1238.0
6,2769.0,984.0
7,2400.0,794.0
8,2155.0,699.0
9,1799.0,591.0
10,1678.0,548.0
11,1518.0,515.0
12,1431.0,456.0
13,1354.0,438.0
14,1328.0,480.0
15,1333.0,395.0
16,1275.0,419.0
17,1253.0,390.0
18,1424.0,464.0
19,1848.0,582.0
20,106031.0,34934.0
