alleles,synonymous,nonsynonymous
0,28323021.0,0.0
1,168087.0,0.0
2,85022.0,0.0
3,57076.0,0.0
4,43681.0,0.0
5,35007.0,0.0
6,29355.0,0.0
7,25075.0,0.0
8,22120.0,0.0
9,19545.0,0.0
10,18013.0,0.0
11,16666.0,0.0
12,15074.0,0.0
13,14087.0,0.0
14,13445.0,0.0
15,12951.0,0.0
16,12507.0,0.0
17,12210.0,0.0
18,12740.0,0.0
19,14971.0,0.0
20,1049347.0,0.0
