alleles,synonymous,nonsynonymous
0,22296275.0,7431783.0
1,43852.0,14907.0
2,14374.0,5058.0
3,7464.0,2595.0
4,4827.0,1718.0
5,3577.0,1203.0
6,2824.0,994.0
7,2353.0,801.0
8,2049.0,741.0
9,1870.0,619.0
10,1663.0,565.0
11,1521.0,522.0
12,1500.0,474.0
13,1433.0,407.0
14,1288.0,423.0
15,1289.0,390.0
16,1268.0,415.0
17,1280.0,408.0
18,1500.0,468.0
19,1791.0,589.0
20,106002.0,34920.0
