alleles,synonymous,nonsynonymous
0,22296149.0,7431601.0
1,44163.0,15024.0
2,14183.0,5063.0
3,7528.0,2650.0
4,4883.0,1711.0
5,3563.0,1276.0
6,2782.0,985.0
7,2411.0,813.0
8,2064.0,691.0
9,1831.0,593.0
10,1670.0,547.0
11,1502.0,491.0
12,1452.0,475.0
13,1362.0,429.0
14,1314.0,461.0
15,1304.0,401.0
16,1196.0,407.0
17,1319.0,389.0
18,1506.0,446.0
19,1877.0,579.0
20,105941.0,34968.0
