alleles,synonymous,nonsynonymous
0,22296572.0,7431685.0
1,43554.0,14987.0
2,14410.0,5018.0
3,7599.0,2687.0
4,4837.0,1647.0
5,3535.0,1289.0
6,2845.0,957.0
7,2279.0,816.0
8,1992.0,688.0
9,1834.0,591.0
10,1676.0,576.0
11,1595.0,518.0
12,1399.0,491.0
13,1359.0,464.0
14,1364.0,436.0
15,1304.0,377.0
16,1279.0,391.0
17,1313.0,420.0
18,1398.0,451.0
19,1900.0,586.0
20,105956.0,34925.0
