alleles,synonymous,nonsynonymous
0,28323442.0,0.0
1,167639.0,0.0
2,84887.0,0.0
3,57256.0,0.0
4,43432.0,0.0
5,35046.0,0.0
6,29741.0,0.0
7,25066.0,0.0
8,21796.0,0.0
9,19593.0,0.0
10,17976.0,0.0
11,16331.0,0.0
12,15230.0,0.0
13,14186.0,0.0
14,13759.0,0.0
15,12816.0,0.0
16,12477.0,0.0
17,12200.0,0.0
18,12703.0,0.0
19,14859.0,0.0
20,1049565.0,0.0
