alleles,synonymous,nonsynonymous
0,28323862.0,0.0
1,167839.0,0.0
2,84608.0,0.0
3,57187.0,0.0
4,43495.0,0.0
5,34855.0,0.0
6,29181.0,0.0
7,25301.0,0.0
8,22275.0,0.0
9,19904.0,0.0
10,17817.0,0.0
11,16117.0,0.0
12,15169.0,0.0
13,14285.0,0.0
14,13458.0,0.0
15,12942.0,0.0
16,12372.0,0.0
17,12055.0,0.0
18,12653.0,0.0
19,15088.0,0.0
20,1049537.0,0.0
