alleles,synonymous,nonsynonymous
0,28322644.0,0.0
1,168231.0,0.0
2,85241.0,0.0
3,57475.0,0.0
4,43502.0,0.0
5,35035.0,0.0
6,29041.0,0.0
7,25257.0,0.0
8,21917.0,0.0
9,19640.0,0.0
10,18175.0,0.0
11,16526.0,0.0
12,15245.0,0.0
13,14013.0,0.0
14,13251.0,0.0
15,12844.0,0.0
16,12370.0,0.0
17,12402.0,0.0
18,12692.0,0.0
19,14829.0,0.0
20,1049670.0,0.0
