alleles,synonymous,nonsynonymous
0,28322730.0,0.0
1,168780.0,0.0
2,84670.0,0.0
3,56901.0,0.0
4,43636.0,0.0
5,35152.0,0.0
6,29252.0,0.0
7,25551.0,0.0
8,22260.0,0.0
9,19533.0,0.0
10,17818.0,0.0
11,16228.0,0.0
12,15129.0,0.0
13,14210.0,0.0
14,13433.0,0.0
15,12773.0,0.0
16,12466.0,0.0
17,12302.0,0.0
18,12614.0,0.0
19,15031.0,0.0
20,1049531.0,0.0
