alleles,synonymous,nonsynonymous
0,28322989.0,0.0
1,167964.0,0.0
2,85323.0,0.0
3,56823.0,0.0
4,43435.0,0.0
5,35309.0,0.0
6,29535.0,0.0
7,25076.0,0.0
8,22117.0,0.0
9,19731.0,0.0
10,17742.0,0.0
11,16370.0,0.0
12,15163.0,0.0
13,14281.0,0.0
14,13535.0,0.0
15,12957.0,0.0
16,12364.0,0.0
17,12268.0,0.0
18,12687.0,0.0
19,14870.0,0.0
20,1049461.0,0.0
