alleles,synonymous,nonsynonymous
0,22296314.0,7431757.0
1,43700.0,14838.0
2,14489.0,4999.0
3,7544.0,2734.0
4,4861.0,1778.0
5,3550.0,1233.0
6,2801.0,956.0
7,2371.0,842.0
8,2064.0,707.0
9,1817.0,641.0
10,1646.0,570.0
11,1619.0,429.0
12,1446.0,440.0
13,1358.0,449.0
14,1334.0,417.0
15,1223.0,414.0
16,1272.0,442.0
17,1219.0,404.0
18,1400.0,456.0
19,1955.0,575.0
20,106017.0,34919.0
