alleles,synonymous,nonsynonymous
0,28323538.0,0.0
1,167351.0,0.0
2,85446.0,0.0
3,57447.0,0.0
4,43088.0,0.0
5,34836.0,0.0
6,29192.0,0.0
7,25699.0,0.0
8,22047.0,0.0
9,19568.0,0.0
10,17735.0,0.0
11,16415.0,0.0
12,15183.0,0.0
13,14228.0,0.0
14,13528.0,0.0
15,12844.0,0.0
16,12358.0,0.0
17,12389.0,0.0
18,12689.0,0.0
19,15179.0,0.0
20,1049240.0,0.0
