alleles,synonymous,nonsynonymous
0,28323181.0,0.0
1,168008.0,0.0
2,84970.0,0.0
3,57253.0,0.0
4,43435.0,0.0
5,35122.0,0.0
6,29122.0,0.0
7,25258.0,0.0
8,22378.0,0.0
9,19934.0,0.0
10,17559.0,0.0
11,16109.0,0.0
12,15371.0,0.0
13,14368.0,0.0
14,13345.0,0.0
15,12910.0,0.0
16,12377.0,0.0
17,12247.0,0.0
18,12571.0,0.0
19,15177.0,0.0
20,1049305.0,0.0
