alleles,synonymous,nonsynonymous
0,22296331.0,7431736.0
1,43722.0,14839.0
2,14367.0,5088.0
3,7615.0,2726.0
4,4791.0,1695.0
5,3518.0,1274.0
6,2861.0,984.0
7,2378.0,802.0
8,2041.0,682.0
9,1898.0,637.0
10,1668.0,509.0
11,1510.0,507.0
12,1480.0,451.0
13,1397.0,445.0
14,1307.0,403.0
15,1273.0,423.0
16,1272.0,429.0
17,1325.0,395.0
18,1380.0,460.0
19,1839.0,590.0
20,106027.0,34925.0
